category_id,product_type,food_drink_filter,category_filter,category_type_filter,website,product_name,brand_name,description,bar_code,weight,price_mrp,price_post_discount,user_email,image,ingredient_list,fruit_veg,nutritional,energy,carbohydrate,fibre,protein,total_fat,saturate,monosaturated_fat,polyunsaturated_fat,trans_fat,fatty_acid,vit_a,vit_c,vit_d,vit_b6,vit_b12,vit_b9,calcium,iron,magnesium,zinc,iodine,cholestrol,sodium,fat,total_sugar,mono_unsaturated_fat,data_check,veg_and_nonveg,gluteen_free,added_sugar,artificial_preservative,organic,vegan_product,egg,fish,shellfish,tree_nuts,peanuts,wheat,soyabean
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Effete Chocolate Delight,DeoDap,,B0B53NBX7M,,,,,https://m.media-amazon.com/images/I/71iPXRhcIOL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight,DeoDap,,B0B53NPWHS,,,,,https://m.media-amazon.com/images/I/71fzHIWKuJL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight ,DeoDap,,B0B53P4YGF,,,,,https://m.media-amazon.com/images/I/71YTMqHza2L._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight ,DeoDap,,B0B53SNJDB,,,,,https://m.media-amazon.com/images/I/81SjA4-GlmL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Whip Up Magic Choco Pops,Whip Up Magic,,8910000000000,100 Grams,349,,,https://m.media-amazon.com/images/I/815a7pC6yRL.jpg,,,Per 100g,353.5294118,64.70588235,,19.41176471,1.764705882,,,,,,,,,,,,,,,,,,0,,36.47058824,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight,DeoDap,,B0B5DRNY8L,,,,,"https://m.media-amazon.com/images/I/71I-af3ao3L._SX679_PIbundle-5,TopRight,0,0_AA679SH20_.jpg",,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Loyka Caramel Almonds Date,LOYKA,,8910000000000,108 Grams,200,,,https://m.media-amazon.com/images/I/71IDedjTYLL.jpg,,,Per 100g,424,67.37,,,,2.93,,,0.1,,,,,,,,,,,,,0.1,183.2,,53.28,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Effete Choco Coated Nut Butter Scotch,Effete,,B0B6CNX3YC,,214,,,https://m.media-amazon.com/images/I/61oQcy7u9pL.jpg,,,Per 100g,254.4,62.4,1.2,6.7,4.38,12.7,,,,,,,,,,,,,,,,,85.8,,55.7,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,One Good Country Crunch & Butterscotch,ONE GOOD,,B0B71MVJ2D,,597,,,https://m.media-amazon.com/images/I/61REuMb82LL.jpg,,,Per 100g,470,57,,5,32.7,31,,,,,,,,,,,,,,,,0,,,44.5,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Ditch The Guilt,Nepenthe Coffee and Chocolates,,744000000000,200 Grams,200,,,https://m.media-amazon.com/images/I/71mpE3xibjL.jpg,,,Per 100g,400.9,33.4,27.3,12.1,36.4,21.9,,,,,,,,,,,,,,,,,2.7,,0.1,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Loyka Almond Carabol,LOYKA,,8910000000000,150 Grams,340,,,https://m.media-amazon.com/images/I/81y-hlmZsnL.jpg,,,Per 100g,579.0909091,44.54545455,,13.63636364,38.18181818,13.63636364,,,,,,,,,,,,,,,,,100.9090909,,30.90909091,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Effete Choco Coated Nut Butter Scotch,Effete,,B0BCKYLZ7B,,164,,,https://m.media-amazon.com/images/I/61oQcy7u9pL.jpg,,,Per 100g,245.4,62.4,1.2,6.7,27.6,12.7,,,,,,,,,,,,,,,,,85.8,,56.3,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Paul And Mike 99% Dark Vegan Chocolate,PAUL AND MIKE,,B09SLJ7KX4,,,,,https://m.media-amazon.com/images/I/81X6VQJw96L.jpg,,,Per 100g,631,37.3,,13.2,49.5,29.7,,,0.1,,,,,,,,,,,,,,,,1,,Green,,,,,,,,,,,,,
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Hugs Double Fun Chocolate,Hugs,,B09TXWGWX4,360 Grams,300,,,https://m.media-amazon.com/images/I/61Xz1KG9L9L.jpg,,,Per 100g,524,62,,6,28,6.44,,,,,,,,,,,,,,,,,,,53,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Hugs Push up The Cone Strawberry,Hugs,,B09V2NVHRZ,600 Grams,200,,,https://m.media-amazon.com/images/I/61IZwg5wImL.jpg,,,Per 100g,460,62,,4,22,10,,,,,,,,,,,,,,,,,,,53,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Pocky Watermelon Flavour Stick,Foodish,,B09VCCL13R,,,,,https://m.media-amazon.com/images/I/81ATaosqYYL.jpg,,,Per 100g,180,23,,2,9,8,,,,,,,,,,,,,,,,,70,,13,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Vintage Luxury  Chocolate Bar,VINTAGE LUXURY,,B09VPKKSKW,,,,,https://m.media-amazon.com/images/I/71nztapyddL.jpg,,,Per 100g,498,43.5,9,8.5,39.5,18,,,,,,,,,,,,,,,,,99,,,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Organic Purify Chocolate Munchies,ORGANIC PURIFY,,B09Z87PF49,800 Grams,500,,,https://m.media-amazon.com/images/I/71svFPHw2UL.jpg,,,Per 100g,584,20,8.6,2,8.1,4.5,,,,,,0,,,,,,,,,,,0,,24,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Artinci - 60% Vegan Dark Chocolate,Artinci,,B0B1JMTHFM,,,,,https://m.media-amazon.com/images/I/41c4nfZPLyL.jpg,,,Per 100g,437,23,19,7,34,22,,,,,,,,,,,,,,,,,,,0,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Artinci - Hazelnut Vegan Dark Chocolate,Artinci,,B0B1JNSB4T,,,,,https://m.media-amazon.com/images/I/41ihWpcvYuL.jpg,,,Per 100g,437,23,19,7,34,22,,,,,,,,,,,,,,,,,,,0,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,MR. SHIFT FINGER MILLET CRACKETS,MR. SHIFT,,B0B63WKJDB,,,,,https://m.media-amazon.com/images/I/61BPmq+QjIL._SL1500_.jpg,,,Per 100g,339.3939394,54.54545455,0,9.090909091,9.090909091,6.060606061,6.060606061,0,0,,,,,,,,,,,,,,1175.757576,,0,,Green,VEG,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Foodio.fit Jaggery Chocolate Coated Seeds,Foodio.fit,,B0B65CH2CH,,,,,https://m.media-amazon.com/images/I/616e8K2ygbL._SL1280_.jpg,,,Per 100g,574,52.72,0,1,39.89,0,,,0,,,,,,,,,2.1,,,,,0,,0,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Foodio.fit Sugarfee Chocolate Coated Seeds,Foodio.fit,,B0B65CRFFK,,,,,https://m.media-amazon.com/images/I/61id7ZwO8nL._SL1280_.jpg,,,Per 100g,319,37,5,0,19,0,,,0,,,,,,,,,,,,,,205,,30,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Foodio.fit Sugarfee Chocolate Coated Almonds,Foodio.fit,,B0B65DHS3W,,,,,https://m.media-amazon.com/images/I/61id7ZwO8nL._SL1280_.jpg,,,Per 100g,319,37,5,0,19,0,,,0,,,,,,,,,,,,,,205,,30,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Foodio.fit Jaggery Chocolate Coated Almonds,Foodio.fit,,B0B65FCNSK,,,,,https://m.media-amazon.com/images/I/61YjOi+DcmL._SL1280_.jpg,,,Per 100g,578,52.72,0,2.1,39.89,0,,,0,,,,,,,,,2.1,,,,,0,,0,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,A Diabetic Chef Bubblegum  Dark Chocolate Bar,A Diabetic Chef,,B0B74WVZHQ,,,,,https://m.media-amazon.com/images/I/41lViiv6VML.jpg,,,Per 100g,543.4,58.3,9.9,6.1,31.8,22,,,,,,,,,,,,,,,,,,,2.4,,Green,VEG,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,A Diabetic Chef Orange  Dark Chocolate Bar,A Diabetic Chef,,B0B74ZDZMG,,,,,https://m.media-amazon.com/images/I/41UmLZREbqL.jpg,,,Per 100g,543.2,61.1,8.9,6.3,30.4,21.3,,,0,,,,,,,,,,,,,,,,1.8,,Green,VEG,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,A Diabetic Chef Coconut Dark Chocolate Bar,A Diabetic Chef,,B0B74ZSFTP,,,,,https://m.media-amazon.com/images/I/41xbHCOf1RL.jpg,,,Per 100g,573.5,53,11.6,7,37,27.4,,,0,,,,,,,,,,,,,,,,2.1,,Green,VEG,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,A Diabetic Chef Tiramisu  Dark Chocolate Bar,A Diabetic Chef,,B0B751821N,,,,,https://m.media-amazon.com/images/I/41sL9dXSxKL.jpg,,,Per 100g,561,55,4,5.8,35,22,,,0,,,,,,,,,,,,,,,,0,,Green,VEG,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,A Diabetic Chef Strawberry  Dark Chocolate Bar,A Diabetic Chef,,B0B7529J32,,,,,https://m.media-amazon.com/images/I/41OXQjfFnGL.jpg,,,Per 100g,558.4,57.1,8.7,6.2,33.9,24.5,,,,,,,,,,,,,,,,,,,2.1,,Green,VEG,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Baking Chocolates & Cocoa,Amazon,Root x Nepenthe - Baking Chocolate Chips,Nepenthe Coffee and Chocolates,,B0B7XHL166,,,,,https://m.media-amazon.com/images/I/81lfUE7G9NL.jpg,,,Per 100g,492.5,67.2,17.3,7.7,23.1,13.9,,,,,,,,,,,,,,,,,,,46,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,ALBORZ The Choco Mall,ALBORZ The Choco Mall,,B0BD8GZ827,,,,,https://m.media-amazon.com/images/I/71p8nTYm0EL.jpg,,,Per 100g,547,54.8,,11.7,32.9,,,,,,,,,,,,,,,,,,,,45.5,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Lil'Goodness Prebiotic Chocolate Supergrain Crackle,LiL'Goodness,,B0BDVNBM6D,,,,,https://m.media-amazon.com/images/I/618t-dbBJsL.jpg,,,Per 100g,475.9,71.8,4.1,7.7,16.7,10.9,,,0.001,,,,,,,,,24.2,,2.6,,,,,45.7,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Cooking,Amazon,Robert Chicken Cocktail Sausages Halal,Robart,Chicken Cocktail Sausages Halal,B005P7Z7TC,,,,,https://m.media-amazon.com/images/I/71IIKhljNEL._SL1500_.jpg,,,Per 100g,171.4285714,0,0,12.5,12.5,3.214285714,,,0,,,,,,,,,,,,,92.85714286,633.9285714,,0,,Green,NON-VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,"Soups, Stews & Chillis","Soups, Stews & Chillis",Amazon,"Batchelors Cup a Soup, Minestrone and Croutons",Batchelors,"Product Description The batchelors range is full of tasty, easy foods that can be prepared in minutes to fit with any family's busy lifestyle. From the nation's favorite cup a soup to family favorite super noodles the batchelors range offers something for everyone anytime of day. Batchelors cup a soup is the nation's favorite instant sou. This warming soup gives you a little bit of precious 'me' time. Just add boiling water and stir. From the Manufacturer Ingredients Ingredients as served (greatest first): Water, Tomato (16%), Vegetables (5.8%) (Carrot, Onion, Peas, Leek), Ring Noodles (2.1%) (Durum Wheat Semolina, Salt), Maize Starch, Croutons (1.2%) (Wheat Flour, Vegetable Oil, Salt, Yeast, Rosemary Extract), Potato Starch, Sugar, Flavouring (contains Milk), Salt, Maltodextrin, Flavour Enhancers (Monosodium Glutamate, Disodium 5'-Ribonucleotides, Disodium Guanylate), Parsley, Vegetable Oil. Allergy Advice For allergens, including cereals containing gluten, please see the ingredients. Nutrition Information Per 100g as preparedPer portion as preparedEnergy (kJ)152kJ385kJEnergy (kcal)36kcal91kcalProtein0.71.8Carbohydrate6.516.5of which – sugars1.94.8of which – starch Fat0.71.7of which – saturates0.30.9of which – mono-unsaturates of which – poly-unsaturates of which – Trans Fatty Acids Fibre0.51.3Sodium (g)0.20.51Equivalent as Salt0.51.28 About Batchelors Batchelors has been creating tasty food for over 100 years. William Batchelor, a former tea salesman, began the company in 1895, selling packets of peas. He soon adopted breakthrough canning technology, supplying soup and vegetables to busy British homes. In a short space of time, it became one of the most successful canning companies in the UK. And later, under the drive and ambition of William's daughter, Ella, it became a household name. In 1949 Batchelors began making dried soups, and by 1972 these became known as Cup a Soup. Today, over 200 million mugs of the famous Cup a Soup are consumed each year in Britain making it the nation's favourite instant soup. Since then Batchelors has continued to introduce tasty, convenient foods for all of the family through favourites like Super Noodles, Super Rice, Super Pasta 'n' Sauce, and more recently Deli Box.",B006Z8F02Y,,,,,https://m.media-amazon.com/images/I/514TsD2MitL.jpg,,,Per 100g,36,6.5,0.5,0.7,0.7,0.3,,,,,,,,,,,,,,,,,200,,1.9,,green,VEG,,,,,,NO,NO,NO,NO,NO,YES,NO
Packaged Foods,Solid,Food,Dairy based Products,Curd,Amazon,Yogourmet Yogurt Starter,Yogourmet,"Yogourmet Yogurt Starter With Probiotics - 5 G Each / Pack Of 6You May Return Any Unopened Merchandise (Except Skincare, Hair Care, And Cosmetic Items) In Its Original Condition, Including Original Packaging And Packing Slip Within 30 Days Of Receipt And You Will Receive A Full Less Shipping. We Charge A 20 Restocking Fee For Any Merchandise Not Returned In Its Original Condition And Packaging. A 20 Restock Is Charged On All Non-Defective Returns. Imported from USA.",B0085FEIHI,,,,,https://m.media-amazon.com/images/I/71m+lB-7hdL._SL1000_.jpg,,,Per 100g,416.6666667,83.33333333,0,0,0,0,,,0,,,,,,,,,,,,,0,1666.666667,,83.33333333,,Green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Cooking,Amazon,Tulip Luncheon Meat,Tulip,,B008H2IZR8,,,,,https://m.media-amazon.com/images/I/61BtnhzV8xL._SL1000_.jpg,,,Per 100g,262,5.5,,15,20,8,,,0,,,,,,,,,,,,,,1200,,0.5,,green,NON-VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Cooking,Amazon,Betty Crocker Cookie Mix,Betty Crocker,"Betty Crocker Cookie Mix, Snack Size Sugar, 6.25 Ounce (Pack of 9)",B00DIV61ZG,0.04 Pounds,9999,,,https://m.media-amazon.com/images/I/81gbRsjX99L.jpg,,,Per 100g,400,76.66666667,0,6.666666667,6.666666667,3.333333333,,,0,,,,,,,,,2.666666667,,,,16.66666667,266.6666667,,40,,Green,NON-VEG,,,,,,YES,NO,NO,NO,NO,YES,YES
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Cooking,Amazon,24 Mantra Organic Unpolished Urad Dal,24 Mantra Organic,"Product Description Pulses are a boon to VEGs and vegans. Dal is the best protein source for VEGs. When eaten along with rice or roti (cereal) it provides complete protein like milk or non-VEG foods! 24 Mantra Organic Urad Dal whole white is a good source of protein and minerals such as calcium, iron and phosphorous. From the Manufacturer Urad dal white whole is a 24 mantra organic product that will bring a welcome change in your culinary experience. Commonly known as white gram, it has been a highly prized pulse since ancient times. White gram is native to southern asia and is used in the preparation of numerous dishes such as purees and soups. The creamy white lentils do not require soaking. They are a wholesome food product known for their rich protein and fibre content. Rich in B complex vitamins and minerals such as calcium and potassium, 24 mantra organics urad dal white whole is a nutritious addition to the dining table. Its low fat content is also a key feature of its varied health benefits which keep illness and disease at bay. All products of 24 mantra organic are certified as per indian, us and european organic standards. What is Organic? Organic is a way, a habit and a practice all rolled into one. It refers to a way of growing and processing food. It is also about the reliance on an ecological system that sustains itself on rich soil and proven traditional practices to grow crop and food that resists pests and diseases. Organic also means, the farmers don't use toxic, persistent pesticides, fertilizers which are known to contaminate soil, air, water and the food. In fact, organic farmers and farming involves practices of rotating crops, deploying beneficial insects, using locally honed methods, adding composted manure and plant wastes to the soil. They choose solutions to the pests and disease problems that affect their crops in a way that does not damage and destroy the planet. Their wisdom is proven so are their practices Key benefits No pesticides or harmful chemicals Better nutrition  rich in antioxidants Better taste Better ecology Sustainable -better planet for our children Safe food No water contamination Farmers  better lives 10 reasons to go organic 1. Protect children and your family members from cancer causing pesticides 2. Say goodbye to chemicals in your diet 3. Get the taste of health and nutrition 4. Reduce health risks with Organic purity 5. Eat foods adhering to international standards 6. Protect the earth as organic farming is planet  friendly 7. Prevent water contamination as there are no chemicals pollutants in organic farming 8. Gain from the diversity of crops which is becoming a thing of the past 9. Help small farmers and eliminate middlemen to create sustainable livelihoods 10. Stay in harmony with nature Our Standards US, EU and India certified us. Organic certification is a process that helps producers of organic food and other organic agricultural products to get their products certified through internationally accredited certification bodies such as Control Union, Onecert, IMO, Indocert etc. Organic certification is intended to assure quality and prevent fraud. 'Certified organic' label is a product assurance for consumers worldwide. The standards are laid down and administered in India by APEDA. The standard is called the NPOP  National Programme for Organic Production. Similarly the US standard is called USDA NOP (National Organic Programme) standards and the European Union standards are specified by regulation EC 834/2007 Our Farmers They come with different sizes of land. They belong to different States of India. They enjoy a reputation of being empathetic to nature and the planet. They care about growing healthy, pure food. Organic farming begins with good, well meaning farmers. They are at the core of our journey. For us, it means partnering with them in a way that benefits them and sustains their lands and longevity. We have 20,000 farmers working on 30 farming projects spread over 1,00,000 acres in 15 States in India.",B00L925S5U,,,,,https://m.media-amazon.com/images/I/71uLpkI7u6L._SL1500_.jpg,,,Per 100g,325,63,12,23,2,0.2,,,0,,,,,,,,,,,,,0,19,,1,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Ready to Eat,Ready to Eat,Amazon,"Kitchens of India - Daily Treat, Pav Bhaji, ",Kitchens Of India,"Mashed fresh vegetables simmered in butter and lightly spiced, creating a deliciously mouth-watering dish.",B00LJVE4M4,,,,,https://m.media-amazon.com/images/I/910n3jbqBtL._SL1500_.jpg,,,Per 100g,137,6.9,,1.9,11.3,4.3,,,0.34,,,,,,,,,,,,,,,,1.3,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Cooking,Amazon,"Kerk Deluxe Sandwich, Cheese",Kerk,Kerk is manufactured by hup seng perusahaan makanan which is one of malaysia's leading biscuit manufacturers with many accumulated outstanding achievements. It has been a household name synonymous with quality biscuit manufacturing since 1958.,B00ME61I6S,230 Grams,199,,,https://m.media-amazon.com/images/I/911S8Y0EZ5L.jpg,,,Per 100g,120,13,0,2,7,3.5,,,0,,0,0,,,,,10,0,,,,0,200,,3,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,"Soups, Stews & Chillis","Soups, Stews & Chillis",Amazon,Batchelors Cup a Soup - Rich Tomato and Basil,Batchelors,Super fast delivery on Amazon now,B014IS9M6C,,,,,https://m.media-amazon.com/images/I/81huIC6vN0L._SL1500_.jpg,,,Per 100g,36,6.6,0.4,0.6,0.7,0.5,,,,,,,,,,,,,,,,,230,,2.6,,green,VEG,,,,,,NO,NO,NO,NO,YES,NO,NO
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Ready to Cook,Amazon,AFP Instant Dal Rasam,AFP,Instant Dal Rasam mix gives you the taste of both the dal and the spices in a combo. You will love the flavour and will want to have more and more.,B01C4MHNY2,,,,,https://m.media-amazon.com/images/I/81fZG9cdSnL._SL1500_.jpg,,,Per 100g,251,33,,5,15,1,,,,,,,,,,,,,,,,0,,,23,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Ready to Eat,Ready to Eat,Amazon,EATSUMORE Indian Pineapple Rasam,EATSUMORE,EatSuMore,B01LWL8AIW,,,,,https://m.media-amazon.com/images/I/91oBUbYGfrL._SL1500_.jpg,,,Per 100g,90,12,,1,4.5,1,,,,,,,,,,,,,,,,,2000,,7,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Ready to Eat,Ready to Eat,Amazon,EATSUMORE Indian Tomato Rasam,EATSUMORE,EatSuMore,B01LXKXKT0,,,,,https://m.media-amazon.com/images/I/81+DxOOwz0L._SL1500_.jpg,,,Per 100g,503,6,,2,10,1.5,,,,,,,,,,,,,,,,,4400,,0,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Ready to Cook,Amazon,EATSUMORE  Indian Dal Fry,EATSUMORE,EatSuMore,B01LYK4HMA,,,,,https://m.media-amazon.com/images/I/81SRxrTpZyL._SL1500_.jpg,,,Per 100g,250,35,,12,7,1.5,,,,,,,,,,,,,,,,0,2400,,0,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Ready to Cook,Amazon,EATSUMORE Indian Gujarati Kadhi,EATSUMORE,EatSuMore,B01LYVQIEH,,,,,https://m.media-amazon.com/images/I/819JCWG39cL._SL1500_.jpg,,,Per 100g,350,58,,8,10,1.5,,,,,,,,,,,,,,,,,5200,,42,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Ready to Eat,Ready to Eat,Amazon,EATSUMORE Indian Sambar,EATSUMORE,EatSuMore,B01M06OKLR,,,,,https://m.media-amazon.com/images/I/91ystSuSDSL._SL1500_.jpg,,,Per 100g,180,25,,7,6,1,,,,,,,,,,,,,,,,0,3200,,5,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Cooking,Amazon,Talod Flour Mix - Dahi WADA,Talod,TALOD,B01MSH9BZJ,,,,,https://m.media-amazon.com/images/I/7185PJ-8OiS._SL1500_.jpg,,,Per 100g,343.6363636,57.5,0.618181818,26.23636364,0.990909091,0.181818182,,,,,,,0,,,,,,,,,0,84.48181818,,3.018181818,,Green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Ready to Cook,Amazon,Dhanashree Gruha Udyog Instant Kadhi Mix,Dhanashree Gruha Udyog,Dhanashree Gruha Udyog,B01MYO6I30,,,,,https://m.media-amazon.com/images/I/819A-wFkwuL._SL1500_.jpg,,,Per 100g,385.4,70.5,3.9,17.3,3.8,0.97,,,0,,,,,,,,220,,,,,,,,9,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Baking Chocolates & Cocoa,Amazon,Leeve Brand Chocochips Cake,LEEVE DRY FRUITS,LEEVE DRY FRUITS,B01NAYMEFJ,200 Grams,300,,,https://m.media-amazon.com/images/I/51-qWtHl26L.jpg,,,Per 100g,553,60,0,0,5,,,,,,,,,,,,,,,,,,0,,,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Ready to Cook,Amazon,EatSuMore Instant Mix Misal Curry,EatSuMore,EatSuMore,B071GG3QRQ,,,,,https://m.media-amazon.com/images/I/81gvvaK-7WL._SL1500_.jpg,,,Per 100g,418,6,,1,8,1.5,,,,,,,,,,,,,,,,,2800,,4,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Ready to Cook,Amazon,EATSUMORE Indian Tandoori Marinade Paneer,EatSuMore,EatSuMore,B071K26D49,,,,,https://m.media-amazon.com/images/I/81A-HthtcrL._SL1500_.jpg,,,Per 100g,120,6,,1,11,2,,,,,,,,,,,,,,,,0,1600,,3,,green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Ready to Cook,Amazon,EATSUMORE  Indian Butter Chicken Curry,EatSuMore,EatSuMore,B071K26R96,,,,,https://m.media-amazon.com/images/I/919r2U0PGIL._SL1500_.jpg,,,Per 100g,120,6,,1,11,2,,,,,,,,,,,,,,,,0,1600,,3,,green,VEG,,,,,,,,,,,,
